gc.id	chrom	start	end	strand	assembly
GRCh38:chr7:+:99725088:99725088	chr7	99725088	99725088	+	:assembly/GRCh38
GRCh38:chr7:+:100187645:100187645	chr7	100187645	100187645	+	:assembly/GRCh38
GRCh38:chr7:+:106509311:106509311	chr7	106509311	106509311	+	:assembly/GRCh38
GRCh38:chr7:+:113518704:113518704	chr7	113518704	113518704	+	:assembly/GRCh38
GRCh38:chr7:+:135269607:135269607	chr7	135269607	135269607	+	:assembly/GRCh38
GRCh38:chr7:+:141673193:141673193	chr7	141673193	141673193	+	:assembly/GRCh38
GRCh38:chr7:+:142637654:142637654	chr7	142637654	142637654	+	:assembly/GRCh38
GRCh38:chr8:+:2807790:2807790	chr8	2807790	2807790	+	:assembly/GRCh38
GRCh38:chr8:+:61693757:61693757	chr8	61693757	61693757	+	:assembly/GRCh38
GRCh38:chr8:+:72977696:72977696	chr8	72977696	72977696	+	:assembly/GRCh38
GRCh38:chr8:+:120435290:120435290	chr8	120435290	120435290	+	:assembly/GRCh38
GRCh38:chr9:+:37731096:37731096	chr9	37731096	37731096	+	:assembly/GRCh38
GRCh38:chr9:+:43816717:43816717	chr9	43816717	43816717	+	:assembly/GRCh38
GRCh38:chr9:+:79323154:79323154	chr9	79323154	79323154	+	:assembly/GRCh38
GRCh38:chr9:+:94487053:94487053	chr9	94487053	94487053	+	:assembly/GRCh38
GRCh38:chr9:+:109746542:109746542	chr9	109746542	109746542	+	:assembly/GRCh38
GRCh38:chr9:+:116931019:116931019	chr9	116931019	116931019	+	:assembly/GRCh38
GRCh38:chr9:+:120475888:120475888	chr9	120475888	120475888	+	:assembly/GRCh38
GRCh38:chrX:+:1585019:1585019	chrX	1585019	1585019	+	:assembly/GRCh38
GRCh38:chrX:+:11157289:11157289	chrX	11157289	11157289	+	:assembly/GRCh38
GRCh38:chrX:+:27766473:27766473	chrX	27766473	27766473	+	:assembly/GRCh38
GRCh38:chrX:+:30254946:30254946	chrX	30254946	30254946	+	:assembly/GRCh38
GRCh38:chrX:+:37028542:37028542	chrX	37028542	37028542	+	:assembly/GRCh38
GRCh38:chrX:+:54956263:54956263	chrX	54956263	54956263	+	:assembly/GRCh38
GRCh38:chrX:+:66941723:66941723	chrX	66941723	66941723	+	:assembly/GRCh38
GRCh38:chrX:+:83724016:83724016	chrX	83724016	83724016	+	:assembly/GRCh38
GRCh38:chrX:+:88008752:88008752	chrX	88008752	88008752	+	:assembly/GRCh38
GRCh38:chrX:+:105075054:105075054	chrX	105075054	105075054	+	:assembly/GRCh38
GRCh38:chrX:+:107224755:107224755	chrX	107224755	107224755	+	:assembly/GRCh38
GRCh38:chrX:+:125299812:125299812	chrX	125299812	125299812	+	:assembly/GRCh38
GRCh38:chrX:+:135618383:135618383	chrX	135618383	135618383	+	:assembly/GRCh38
GRCh38:chrX:+:141291389:141291389	chrX	141291389	141291389	+	:assembly/GRCh38
GRCh38:chrX:+:142795394:142795394	chrX	142795394	142795394	+	:assembly/GRCh38
GRCh38:chrX:+:153043064:153043064	chrX	153043064	153043064	+	:assembly/GRCh38
GRCh38:chr1:+:10177627:10177627	chr1	10177627	10177627	+	:assembly/GRCh38
GRCh38:chr1:+:16054080:16054080	chr1	16054080	16054080	+	:assembly/GRCh38
GRCh38:chr1:+:23857242:23857242	chr1	23857242	23857242	+	:assembly/GRCh38
GRCh38:chr1:+:25256211:25256211	chr1	25256211	25256211	+	:assembly/GRCh38
GRCh38:chr1:+:26873693:26873693	chr1	26873693	26873693	+	:assembly/GRCh38
GRCh38:chr1:+:34498210:34498210	chr1	34498210	34498210	+	:assembly/GRCh38
GRCh38:chr1:+:39878645:39878645	chr1	39878645	39878645	+	:assembly/GRCh38
GRCh38:chr1:+:39879250:39879250	chr1	39879250	39879250	+	:assembly/GRCh38
GRCh38:chr1:+:55521862:55521862	chr1	55521862	55521862	+	:assembly/GRCh38
GRCh38:chr1:+:116206358:116206358	chr1	116206358	116206358	+	:assembly/GRCh38
GRCh38:chr1:+:156783716:156783716	chr1	156783716	156783716	+	:assembly/GRCh38
GRCh38:chr1:+:177249613:177249613	chr1	177249613	177249613	+	:assembly/GRCh38
GRCh38:chr1:+:182025950:182025950	chr1	182025950	182025950	+	:assembly/GRCh38
GRCh38:chr1:+:200870215:200870215	chr1	200870215	200870215	+	:assembly/GRCh38
GRCh38:chr1:+:202715399:202715399	chr1	202715399	202715399	+	:assembly/GRCh38
GRCh38:chr10:+:7213967:7213967	chr10	7213967	7213967	+	:assembly/GRCh38
GRCh38:chr10:+:37451585:37451585	chr10	37451585	37451585	+	:assembly/GRCh38
GRCh38:chr10:+:55582117:55582117	chr10	55582117	55582117	+	:assembly/GRCh38
GRCh38:chr10:+:55582142:55582142	chr10	55582142	55582142	+	:assembly/GRCh38
GRCh38:chr10:+:126463311:126463311	chr10	126463311	126463311	+	:assembly/GRCh38
GRCh38:chr10:+:128076654:128076654	chr10	128076654	128076654	+	:assembly/GRCh38
GRCh38:chr11:+:299472:299472	chr11	299472	299472	+	:assembly/GRCh38
GRCh38:chr11:+:1586846:1586846	chr11	1586846	1586846	+	:assembly/GRCh38
GRCh38:chr11:+:3784244:3784244	chr11	3784244	3784244	+	:assembly/GRCh38
GRCh38:chr11:+:44100237:44100237	chr11	44100237	44100237	+	:assembly/GRCh38
GRCh38:chr11:+:47612034:47612034	chr11	47612034	47612034	+	:assembly/GRCh38
GRCh38:chr11:+:130298036:130298036	chr11	130298036	130298036	+	:assembly/GRCh38
GRCh38:chr12:+:11183352:11183352	chr12	11183352	11183352	+	:assembly/GRCh38
GRCh38:chr12:+:15822426:15822426	chr12	15822426	15822426	+	:assembly/GRCh38
GRCh38:chr12:+:51364273:51364273	chr12	51364273	51364273	+	:assembly/GRCh38
GRCh38:chr12:+:116675465:116675465	chr12	116675465	116675465	+	:assembly/GRCh38
GRCh38:chr12:+:118462784:118462784	chr12	118462784	118462784	+	:assembly/GRCh38
GRCh38:chr12:+:120796840:120796840	chr12	120796840	120796840	+	:assembly/GRCh38
GRCh38:chr12:+:132392061:132392061	chr12	132392061	132392061	+	:assembly/GRCh38
GRCh38:chr14:+:31926584:31926584	chr14	31926584	31926584	+	:assembly/GRCh38
GRCh38:chr14:+:38678634:38678634	chr14	38678634	38678634	+	:assembly/GRCh38
GRCh38:chr14:+:38724993:38724993	chr14	38724993	38724993	+	:assembly/GRCh38
GRCh38:chr14:+:55215538:55215538	chr14	55215538	55215538	+	:assembly/GRCh38
GRCh38:chr14:+:58943873:58943873	chr14	58943873	58943873	+	:assembly/GRCh38
GRCh38:chr14:+:62541874:62541874	chr14	62541874	62541874	+	:assembly/GRCh38
GRCh38:chr14:+:104643957:104643957	chr14	104643957	104643957	+	:assembly/GRCh38
GRCh38:chr15:+:23890294:23890294	chr15	23890294	23890294	+	:assembly/GRCh38
GRCh38:chr15:+:26108106:26108106	chr15	26108106	26108106	+	:assembly/GRCh38
GRCh38:chr15:+:41757049:41757049	chr15	41757049	41757049	+	:assembly/GRCh38
GRCh38:chr15:+:52517720:52517720	chr15	52517720	52517720	+	:assembly/GRCh38
GRCh38:chr15:+:58840715:58840715	chr15	58840715	58840715	+	:assembly/GRCh38
GRCh38:chr15:+:71535223:71535223	chr15	71535223	71535223	+	:assembly/GRCh38
GRCh38:chr15:+:79056311:79056311	chr15	79056311	79056311	+	:assembly/GRCh38
GRCh38:chr15:+:83485589:83485589	chr15	83485589	83485589	+	:assembly/GRCh38
GRCh38:chr15:+:85382225:85382225	chr15	85382225	85382225	+	:assembly/GRCh38
GRCh38:chr16:+:1256105:1256105	chr16	1256105	1256105	+	:assembly/GRCh38
GRCh38:chr16:+:20370715:20370715	chr16	20370715	20370715	+	:assembly/GRCh38
GRCh38:chr16:+:50811826:50811826	chr16	50811826	50811826	+	:assembly/GRCh38
GRCh38:chr16:+:88105777:88105777	chr16	88105777	88105777	+	:assembly/GRCh38
GRCh38:chr16:+:88927318:88927318	chr16	88927318	88927318	+	:assembly/GRCh38
GRCh38:chr17:+:7579369:7579369	chr17	7579369	7579369	+	:assembly/GRCh38
GRCh38:chr17:+:10538789:10538789	chr17	10538789	10538789	+	:assembly/GRCh38
GRCh38:chr17:+:17698808:17698808	chr17	17698808	17698808	+	:assembly/GRCh38
GRCh38:chr17:+:39081650:39081650	chr17	39081650	39081650	+	:assembly/GRCh38
GRCh38:chr17:+:39240627:39240627	chr17	39240627	39240627	+	:assembly/GRCh38
GRCh38:chr17:+:40113476:40113476	chr17	40113476	40113476	+	:assembly/GRCh38
GRCh38:chr17:+:45925306:45925306	chr17	45925306	45925306	+	:assembly/GRCh38
GRCh38:chr17:+:48647132:48647132	chr17	48647132	48647132	+	:assembly/GRCh38
GRCh38:chr17:+:72353704:72353704	chr17	72353704	72353704	+	:assembly/GRCh38
GRCh38:chr17:+:73127798:73127798	chr17	73127798	73127798	+	:assembly/GRCh38
GRCh38:chr17:+:74381694:74381694	chr17	74381694	74381694	+	:assembly/GRCh38
GRCh38:chr17:+:76109269:76109269	chr17	76109269	76109269	+	:assembly/GRCh38
GRCh38:chr18:+:2732491:2732491	chr18	2732491	2732491	+	:assembly/GRCh38
GRCh38:chr19:+:648261:648261	chr19	648261	648261	+	:assembly/GRCh38
GRCh38:chr19:+:846153:846153	chr19	846153	846153	+	:assembly/GRCh38
GRCh38:chr19:+:2248360:2248360	chr19	2248360	2248360	+	:assembly/GRCh38
GRCh38:chr19:+:2917807:2917807	chr19	2917807	2917807	+	:assembly/GRCh38
GRCh38:chr19:+:2917842:2917842	chr19	2917842	2917842	+	:assembly/GRCh38
GRCh38:chr19:+:12187275:12187275	chr19	12187275	12187275	+	:assembly/GRCh38
GRCh38:chr19:+:12243832:12243832	chr19	12243832	12243832	+	:assembly/GRCh38
GRCh38:chr19:+:13370403:13370403	chr19	13370403	13370403	+	:assembly/GRCh38
GRCh38:chr19:+:17439418:17439418	chr19	17439418	17439418	+	:assembly/GRCh38
GRCh38:chr19:+:17530987:17530987	chr19	17530987	17530987	+	:assembly/GRCh38
GRCh38:chr19:+:20044932:20044932	chr19	20044932	20044932	+	:assembly/GRCh38
GRCh38:chr19:+:20807244:20807244	chr19	20807244	20807244	+	:assembly/GRCh38
GRCh38:chr19:+:20807245:20807245	chr19	20807245	20807245	+	:assembly/GRCh38
GRCh38:chr19:+:21240552:21240552	chr19	21240552	21240552	+	:assembly/GRCh38
GRCh38:chr19:+:21300381:21300381	chr19	21300381	21300381	+	:assembly/GRCh38
GRCh38:chr19:+:22153997:22153997	chr19	22153997	22153997	+	:assembly/GRCh38
GRCh38:chr19:+:22497934:22497934	chr19	22497934	22497934	+	:assembly/GRCh38
GRCh38:chr19:+:22498260:22498260	chr19	22498260	22498260	+	:assembly/GRCh38
GRCh38:chr19:+:22847549:22847549	chr19	22847549	22847549	+	:assembly/GRCh38
GRCh38:chr19:+:23836350:23836350	chr19	23836350	23836350	+	:assembly/GRCh38
GRCh38:chr19:+:33183314:33183314	chr19	33183314	33183314	+	:assembly/GRCh38
GRCh38:chr19:+:33487079:33487079	chr19	33487079	33487079	+	:assembly/GRCh38
GRCh38:chr19:+:36643296:36643296	chr19	36643296	36643296	+	:assembly/GRCh38
GRCh38:chr19:+:37238996:37238996	chr19	37238996	37238996	+	:assembly/GRCh38
GRCh38:chr19:+:37239363:37239363	chr19	37239363	37239363	+	:assembly/GRCh38
GRCh38:chr19:+:40903447:40903447	chr19	40903447	40903447	+	:assembly/GRCh38
GRCh38:chr19:+:45849880:45849880	chr19	45849880	45849880	+	:assembly/GRCh38
GRCh38:chr19:+:51128526:51128526	chr19	51128526	51128526	+	:assembly/GRCh38
GRCh38:chr19:+:51128535:51128535	chr19	51128535	51128535	+	:assembly/GRCh38
GRCh38:chr19:+:51205900:51205900	chr19	51205900	51205900	+	:assembly/GRCh38
GRCh38:chr19:+:52222955:52222955	chr19	52222955	52222955	+	:assembly/GRCh38
GRCh38:chr19:+:52569098:52569098	chr19	52569098	52569098	+	:assembly/GRCh38
GRCh38:chr19:+:52888234:52888234	chr19	52888234	52888234	+	:assembly/GRCh38
GRCh38:chr19:+:53959841:53959841	chr19	53959841	53959841	+	:assembly/GRCh38
GRCh38:chr19:+:53959854:53959854	chr19	53959854	53959854	+	:assembly/GRCh38
GRCh38:chr19:+:54403873:54403873	chr19	54403873	54403873	+	:assembly/GRCh38
GRCh38:chr2:+:74717152:74717152	chr2	74717152	74717152	+	:assembly/GRCh38
GRCh38:chr2:+:75425690:75425690	chr2	75425690	75425690	+	:assembly/GRCh38
GRCh38:chr2:+:97869931:97869931	chr2	97869931	97869931	+	:assembly/GRCh38
GRCh38:chr2:+:120362247:120362247	chr2	120362247	120362247	+	:assembly/GRCh38
GRCh38:chr2:+:210880950:210880950	chr2	210880950	210880950	+	:assembly/GRCh38
GRCh38:chr20:+:4229351:4229351	chr20	4229351	4229351	+	:assembly/GRCh38
GRCh38:chr20:+:46365620:46365620	chr20	46365620	46365620	+	:assembly/GRCh38
GRCh38:chr20:+:62175625:62175625	chr20	62175625	62175625	+	:assembly/GRCh38
GRCh38:chr20:+:62194256:62194256	chr20	62194256	62194256	+	:assembly/GRCh38
GRCh38:chr21:+:43373639:43373639	chr21	43373639	43373639	+	:assembly/GRCh38
GRCh38:chr21:+:43913159:43913159	chr21	43913159	43913159	+	:assembly/GRCh38
GRCh38:chr21:+:46066464:46066464	chr21	46066464	46066464	+	:assembly/GRCh38
GRCh38:chr22:+:16269934:16269934	chr22	16269934	16269934	+	:assembly/GRCh38
GRCh38:chr22:+:38535996:38535996	chr22	38535996	38535996	+	:assembly/GRCh38
GRCh38:chr22:+:50508988:50508988	chr22	50508988	50508988	+	:assembly/GRCh38
GRCh38:chr3:+:32031859:32031859	chr3	32031859	32031859	+	:assembly/GRCh38
GRCh38:chr3:+:49044835:49044835	chr3	49044835	49044835	+	:assembly/GRCh38
GRCh38:chr3:+:54354514:54354514	chr3	54354514	54354514	+	:assembly/GRCh38
GRCh38:chr3:+:56041268:56041268	chr3	56041268	56041268	+	:assembly/GRCh38
GRCh38:chr3:+:121195454:121195454	chr3	121195454	121195454	+	:assembly/GRCh38
GRCh38:chr3:+:128205724:128205724	chr3	128205724	128205724	+	:assembly/GRCh38
GRCh38:chr3:+:129268091:129268091	chr3	129268091	129268091	+	:assembly/GRCh38
GRCh38:chr3:+:195511273:195511273	chr3	195511273	195511273	+	:assembly/GRCh38
GRCh38:chr3:+:195513413:195513413	chr3	195513413	195513413	+	:assembly/GRCh38
GRCh38:chr4:+:15529275:15529275	chr4	15529275	15529275	+	:assembly/GRCh38
GRCh38:chr4:+:71346991:71346991	chr4	71346991	71346991	+	:assembly/GRCh38
GRCh38:chr4:+:79455623:79455623	chr4	79455623	79455623	+	:assembly/GRCh38
GRCh38:chr4:+:190989684:190989684	chr4	190989684	190989684	+	:assembly/GRCh38
GRCh38:chr5:+:41057401:41057401	chr5	41057401	41057401	+	:assembly/GRCh38
GRCh38:chr5:+:125971797:125971797	chr5	125971797	125971797	+	:assembly/GRCh38
GRCh38:chr5:+:131705890:131705890	chr5	131705890	131705890	+	:assembly/GRCh38
GRCh38:chr5:+:139228128:139228128	chr5	139228128	139228128	+	:assembly/GRCh38
GRCh38:chr5:+:140953576:140953576	chr5	140953576	140953576	+	:assembly/GRCh38
GRCh38:chr5:+:176004484:176004484	chr5	176004484	176004484	+	:assembly/GRCh38
GRCh38:chr5:+:180277561:180277561	chr5	180277561	180277561	+	:assembly/GRCh38
GRCh38:chr6:+:36475304:36475304	chr6	36475304	36475304	+	:assembly/GRCh38
GRCh38:chr6:+:152129353:152129353	chr6	152129353	152129353	+	:assembly/GRCh38
GRCh38:chr6:+:170892129:170892129	chr6	170892129	170892129	+	:assembly/GRCh38
GRCh38:chr7:+:45005395:45005395	chr7	45005395	45005395	+	:assembly/GRCh38
GRCh38:chr7:+:63809523:63809523	chr7	63809523	63809523	+	:assembly/GRCh38
GRCh38:chr7:+:100084488:100084488	chr7	100084488	100084488	+	:assembly/GRCh38
GRCh38:chr7:+:100086692:100086692	chr7	100086692	100086692	+	:assembly/GRCh38
GRCh38:chr7:+:100349947:100349947	chr7	100349947	100349947	+	:assembly/GRCh38
GRCh38:chr7:+:138602447:138602447	chr7	138602447	138602447	+	:assembly/GRCh38
GRCh38:chr7:+:144076992:144076992	chr7	144076992	144076992	+	:assembly/GRCh38
GRCh38:chr7:+:147092739:147092739	chr7	147092739	147092739	+	:assembly/GRCh38
GRCh38:chr8:+:25174630:25174630	chr8	25174630	25174630	+	:assembly/GRCh38
GRCh38:chr9:+:37745978:37745978	chr9	37745978	37745978	+	:assembly/GRCh38
GRCh38:chr9:+:100092960:100092960	chr9	100092960	100092960	+	:assembly/GRCh38
GRCh38:chr9:+:100881263:100881263	chr9	100881263	100881263	+	:assembly/GRCh38
GRCh38:chr9:+:117692426:117692426	chr9	117692426	117692426	+	:assembly/GRCh38
GRCh38:chr9:+:125239239:125239239	chr9	125239239	125239239	+	:assembly/GRCh38
GRCh38:chr9:+:139566487:139566487	chr9	139566487	139566487	+	:assembly/GRCh38
GRCh38:chr9:+:139907339:139907339	chr9	139907339	139907339	+	:assembly/GRCh38
GRCh38:chrX:+:40982964:40982964	chrX	40982964	40982964	+	:assembly/GRCh38
GRCh38:chrX:+:41334052:41334052	chrX	41334052	41334052	+	:assembly/GRCh38
GRCh38:chrX:+:69478988:69478988	chrX	69478988	69478988	+	:assembly/GRCh38
GRCh38:chrX:+:76907816:76907816	chrX	76907816	76907816	+	:assembly/GRCh38
GRCh38:chrX:+:103495214:103495214	chrX	103495214	103495214	+	:assembly/GRCh38
GRCh38:chrX:+:150884659:150884659	chrX	150884659	150884659	+	:assembly/GRCh38
GRCh38:chr1:+:908929:908929	chr1	908929	908929	+	:assembly/GRCh38
GRCh38:chr1:+:5951013:5951013	chr1	5951013	5951013	+	:assembly/GRCh38
GRCh38:chr1:+:17249200:17249200	chr1	17249200	17249200	+	:assembly/GRCh38
GRCh38:chr1:+:17320327:17320327	chr1	17320327	17320327	+	:assembly/GRCh38
GRCh38:chr1:+:20072082:20072082	chr1	20072082	20072082	+	:assembly/GRCh38
GRCh38:chr1:+:22141296:22141296	chr1	22141296	22141296	+	:assembly/GRCh38
GRCh38:chr1:+:23836589:23836589	chr1	23836589	23836589	+	:assembly/GRCh38
GRCh38:chr1:+:24419457:24419457	chr1	24419457	24419457	+	:assembly/GRCh38
GRCh38:chr1:+:25228925:25228925	chr1	25228925	25228925	+	:assembly/GRCh38
GRCh38:chr1:+:26107502:26107502	chr1	26107502	26107502	+	:assembly/GRCh38
GRCh38:chr1:+:29095454:29095454	chr1	29095454	29095454	+	:assembly/GRCh38
GRCh38:chr1:+:29320013:29320013	chr1	29320013	29320013	+	:assembly/GRCh38
GRCh38:chr1:+:33235651:33235651	chr1	33235651	33235651	+	:assembly/GRCh38
GRCh38:chr1:+:38006325:38006325	chr1	38006325	38006325	+	:assembly/GRCh38
GRCh38:chr1:+:38006326:38006326	chr1	38006326	38006326	+	:assembly/GRCh38
GRCh38:chr1:+:44595047:44595047	chr1	44595047	44595047	+	:assembly/GRCh38
GRCh38:chr1:+:47264905:47264905	chr1	47264905	47264905	+	:assembly/GRCh38
GRCh38:chr1:+:62614029:62614029	chr1	62614029	62614029	+	:assembly/GRCh38
GRCh38:chr1:+:75614344:75614344	chr1	75614344	75614344	+	:assembly/GRCh38
GRCh38:chr1:+:84971735:84971735	chr1	84971735	84971735	+	:assembly/GRCh38
GRCh38:chr1:+:89449023:89449023	chr1	89449023	89449023	+	:assembly/GRCh38
GRCh38:chr1:+:89735081:89735081	chr1	89735081	89735081	+	:assembly/GRCh38
GRCh38:chr1:+:94996033:94996033	chr1	94996033	94996033	+	:assembly/GRCh38
GRCh38:chr1:+:104166599:104166599	chr1	104166599	104166599	+	:assembly/GRCh38
GRCh38:chr1:+:109810200:109810200	chr1	109810200	109810200	+	:assembly/GRCh38
GRCh38:chr1:+:111861841:111861841	chr1	111861841	111861841	+	:assembly/GRCh38
GRCh38:chr1:+:150483355:150483355	chr1	150483355	150483355	+	:assembly/GRCh38
GRCh38:chr1:+:152193162:152193162	chr1	152193162	152193162	+	:assembly/GRCh38
GRCh38:chr1:+:152276894:152276894	chr1	152276894	152276894	+	:assembly/GRCh38
GRCh38:chr1:+:152281745:152281745	chr1	152281745	152281745	+	:assembly/GRCh38
GRCh38:chr1:+:152282910:152282910	chr1	152282910	152282910	+	:assembly/GRCh38
GRCh38:chr1:+:152328095:152328095	chr1	152328095	152328095	+	:assembly/GRCh38
GRCh38:chr1:+:152329852:152329852	chr1	152329852	152329852	+	:assembly/GRCh38
GRCh38:chr1:+:154544377:154544377	chr1	154544377	154544377	+	:assembly/GRCh38
GRCh38:chr1:+:155012967:155012967	chr1	155012967	155012967	+	:assembly/GRCh38
GRCh38:chr1:+:157648543:157648543	chr1	157648543	157648543	+	:assembly/GRCh38
GRCh38:chr1:+:160784526:160784526	chr1	160784526	160784526	+	:assembly/GRCh38
GRCh38:chr1:+:169510280:169510280	chr1	169510280	169510280	+	:assembly/GRCh38
GRCh38:chr1:+:173499050:173499050	chr1	173499050	173499050	+	:assembly/GRCh38
GRCh38:chr1:+:185240471:185240471	chr1	185240471	185240471	+	:assembly/GRCh38
GRCh38:chr1:+:186050417:186050417	chr1	186050417	186050417	+	:assembly/GRCh38
GRCh38:chr1:+:198671653:198671653	chr1	198671653	198671653	+	:assembly/GRCh38
GRCh38:chr1:+:204937982:204937982	chr1	204937982	204937982	+	:assembly/GRCh38
GRCh38:chr1:+:204944441:204944441	chr1	204944441	204944441	+	:assembly/GRCh38
GRCh38:chr1:+:204944536:204944536	chr1	204944536	204944536	+	:assembly/GRCh38
GRCh38:chr1:+:210411315:210411315	chr1	210411315	210411315	+	:assembly/GRCh38
GRCh38:chr1:+:226374297:226374297	chr1	226374297	226374297	+	:assembly/GRCh38
GRCh38:chr1:+:226923938:226923938	chr1	226923938	226923938	+	:assembly/GRCh38
GRCh38:chr1:+:228492220:228492220	chr1	228492220	228492220	+	:assembly/GRCh38
GRCh38:chr1:+:228506912:228506912	chr1	228506912	228506912	+	:assembly/GRCh38
GRCh38:chr1:+:230814707:230814707	chr1	230814707	230814707	+	:assembly/GRCh38
GRCh38:chr1:+:237791148:237791148	chr1	237791148	237791148	+	:assembly/GRCh38
GRCh38:chr1:+:247835728:247835728	chr1	247835728	247835728	+	:assembly/GRCh38
GRCh38:chr1:+:248308783:248308783	chr1	248308783	248308783	+	:assembly/GRCh38
GRCh38:chr1:+:248436738:248436738	chr1	248436738	248436738	+	:assembly/GRCh38
GRCh38:chr1:+:248551672:248551672	chr1	248551672	248551672	+	:assembly/GRCh38
GRCh38:chr1:+:248617026:248617026	chr1	248617026	248617026	+	:assembly/GRCh38
GRCh38:chr1:+:248685363:248685363	chr1	248685363	248685363	+	:assembly/GRCh38
GRCh38:chr1:+:249119103:249119103	chr1	249119103	249119103	+	:assembly/GRCh38
GRCh38:chr10:+:13239651:13239651	chr10	13239651	13239651	+	:assembly/GRCh38
GRCh38:chr10:+:13364902:13364902	chr10	13364902	13364902	+	:assembly/GRCh38
GRCh38:chr10:+:28966893:28966893	chr10	28966893	28966893	+	:assembly/GRCh38
GRCh38:chr10:+:37419292:37419292	chr10	37419292	37419292	+	:assembly/GRCh38
GRCh38:chr10:+:44112428:44112428	chr10	44112428	44112428	+	:assembly/GRCh38
GRCh38:chr10:+:49658943:49658943	chr10	49658943	49658943	+	:assembly/GRCh38
GRCh38:chr10:+:55780070:55780070	chr10	55780070	55780070	+	:assembly/GRCh38
GRCh38:chr10:+:60588535:60588535	chr10	60588535	60588535	+	:assembly/GRCh38
GRCh38:chr10:+:61552692:61552692	chr10	61552692	61552692	+	:assembly/GRCh38
GRCh38:chr10:+:79769647:79769647	chr10	79769647	79769647	+	:assembly/GRCh38
GRCh38:chr10:+:81926698:81926698	chr10	81926698	81926698	+	:assembly/GRCh38
GRCh38:chr10:+:85992115:85992115	chr10	85992115	85992115	+	:assembly/GRCh38
GRCh38:chr10:+:88416963:88416963	chr10	88416963	88416963	+	:assembly/GRCh38
GRCh38:chr10:+:90701577:90701577	chr10	90701577	90701577	+	:assembly/GRCh38
GRCh38:chr10:+:93786368:93786368	chr10	93786368	93786368	+	:assembly/GRCh38
GRCh38:chr10:+:95276742:95276742	chr10	95276742	95276742	+	:assembly/GRCh38
GRCh38:chr10:+:105177645:105177645	chr10	105177645	105177645	+	:assembly/GRCh38
GRCh38:chr10:+:105763178:105763178	chr10	105763178	105763178	+	:assembly/GRCh38
GRCh38:chr10:+:106022789:106022789	chr10	106022789	106022789	+	:assembly/GRCh38
GRCh38:chr10:+:106974303:106974303	chr10	106974303	106974303	+	:assembly/GRCh38
GRCh38:chr10:+:118719743:118719743	chr10	118719743	118719743	+	:assembly/GRCh38
GRCh38:chr10:+:129172340:129172340	chr10	129172340	129172340	+	:assembly/GRCh38
GRCh38:chr10:+:134161560:134161560	chr10	134161560	134161560	+	:assembly/GRCh38
GRCh38:chr11:+:230474:230474	chr11	230474	230474	+	:assembly/GRCh38
GRCh38:chr11:+:230475:230475	chr11	230475	230475	+	:assembly/GRCh38
GRCh38:chr11:+:308314:308314	chr11	308314	308314	+	:assembly/GRCh38
GRCh38:chr11:+:490035:490035	chr11	490035	490035	+	:assembly/GRCh38
GRCh38:chr11:+:1260222:1260222	chr11	1260222	1260222	+	:assembly/GRCh38
GRCh38:chr11:+:2291369:2291369	chr11	2291369	2291369	+	:assembly/GRCh38
GRCh38:chr11:+:2869102:2869102	chr11	2869102	2869102	+	:assembly/GRCh38
GRCh38:chr11:+:4976842:4976842	chr11	4976842	4976842	+	:assembly/GRCh38
GRCh38:chr11:+:5153082:5153082	chr11	5153082	5153082	+	:assembly/GRCh38
GRCh38:chr11:+:5878836:5878836	chr11	5878836	5878836	+	:assembly/GRCh38
GRCh38:chr11:+:6341514:6341514	chr11	6341514	6341514	+	:assembly/GRCh38
GRCh38:chr11:+:6532519:6532519	chr11	6532519	6532519	+	:assembly/GRCh38
GRCh38:chr11:+:10503736:10503736	chr11	10503736	10503736	+	:assembly/GRCh38
GRCh38:chr11:+:17742849:17742849	chr11	17742849	17742849	+	:assembly/GRCh38
GRCh38:chr11:+:24927558:24927558	chr11	24927558	24927558	+	:assembly/GRCh38
GRCh38:chr11:+:32956492:32956492	chr11	32956492	32956492	+	:assembly/GRCh38
GRCh38:chr11:+:36103230:36103230	chr11	36103230	36103230	+	:assembly/GRCh38
GRCh38:chr11:+:36597879:36597879	chr11	36597879	36597879	+	:assembly/GRCh38
GRCh38:chr11:+:55371807:55371807	chr11	55371807	55371807	+	:assembly/GRCh38
GRCh38:chr11:+:55433061:55433061	chr11	55433061	55433061	+	:assembly/GRCh38
GRCh38:chr11:+:56086509:56086509	chr11	56086509	56086509	+	:assembly/GRCh38
GRCh38:chr11:+:56128081:56128081	chr11	56128081	56128081	+	:assembly/GRCh38
GRCh38:chr11:+:56310730:56310730	chr11	56310730	56310730	+	:assembly/GRCh38
GRCh38:chr11:+:58170780:58170780	chr11	58170780	58170780	+	:assembly/GRCh38
GRCh38:chr11:+:59225191:59225191	chr11	59225191	59225191	+	:assembly/GRCh38
GRCh38:chr11:+:60152690:60152690	chr11	60152690	60152690	+	:assembly/GRCh38
GRCh38:chr11:+:60197299:60197299	chr11	60197299	60197299	+	:assembly/GRCh38
GRCh38:chr11:+:63767022:63767022	chr11	63767022	63767022	+	:assembly/GRCh38
GRCh38:chr11:+:64074745:64074745	chr11	64074745	64074745	+	:assembly/GRCh38
GRCh38:chr11:+:64875730:64875730	chr11	64875730	64875730	+	:assembly/GRCh38
GRCh38:chr11:+:66360129:66360129	chr11	66360129	66360129	+	:assembly/GRCh38
